Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,Resolvers_RootIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,SizeConstraintsIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,SkipNullsIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,SortIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.GET,StagesIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,AgRequestIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,BasicIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,ConvertersIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,NaturalIdIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,NestedIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,ParentIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,ReadablePropFilterIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,RelateIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.POST,WritablePropFilterIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,AgRequestIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,BasicIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,ConvertersIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,CreateAuthorizerIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,DeleteAuthorizerIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,EntityUpdateBindingIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,EntityUpdateVsStringIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,Include_MaxPathDepthIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,NaturalIdIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,ObjectIncludeIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,ParentIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,Parent_MapperIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,ReadFilter_OverlayIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,RelateIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,StagesIT,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: START_CALLED; PARSE_REQUEST_CALLED; CREATE_ENTITY_CALLED; APPLY_SERVER_PARAMS_CALLED; MAP_CHANGES_CALLED; MERGE_CHANGES_CALLED; COMMIT_CALLED; FILL_RESPONSE_CALLED
agrest,io.agrest.cayenne.PUT,StagesIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.PUT,StagesIT.Resource,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: START_CALLED; PARSE_REQUEST_CALLED; CREATE_ENTITY_CALLED; APPLY_SERVER_PARAMS_CALLED; MAP_CHANGES_CALLED; MERGE_CHANGES_CALLED; COMMIT_CALLED; FILL_RESPONSE_CALLED
agrest,io.agrest.cayenne.PUT,UpdateAuthorizerIT.Resource,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.unit,AgCayenneTester.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.unit,NoDbTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.meta.AgSchema
agrest,io.agrest.cayenne.unit,NoDbTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
agrest,io.agrest.cayenne.unit,NoDbTest,Law of Demeter violation,The tool detected the smell in this method (getToOneChildEntity) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntity.getAgEntity; io.agrest.meta.AgEntity.getRelationship
agrest,io.agrest.cayenne.unit,NoDbTest,Law of Demeter violation,The tool detected the smell in this method (getToManyChildEntity) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntity.getAgEntity; io.agrest.meta.AgEntity.getRelationship
agrest,io.agrest.cayenne.unit.inheritance,InheritanceDbTest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.cayenne.unit.main,MainDbTest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.access.PropertyFilteringRulesBuilder
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,Law of Demeter violation,The tool detected the smell in this method (id) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.access.PropertyFilteringRulesBuilder.id; io.agrest.access.PropertyFilteringRulesBuilder.empty
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,Law of Demeter violation,The tool detected the smell in this method (allButId) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.access.PropertyFilteringRulesBuilder.attributes; io.agrest.access.PropertyFilteringRulesBuilder.relationships; io.agrest.access.PropertyFilteringRulesBuilder.empty
agrest,io.agrest,DataResponse.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest,HttpStatus,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: OK; CREATED; ACCEPTED; NO_CONTENT; RESET_CONTENT; PARTIAL_CONTENT; MOVED_PERMANENTLY; FOUND; SEE_OTHER; NOT_MODIFIED; USE_PROXY; TEMPORARY_REDIRECT; BAD_REQUEST; UNAUTHORIZED; PAYMENT_REQUIRED; FORBIDDEN; NOT_FOUND; METHOD_NOT_ALLOWED; NOT_ACCEPTABLE; PROXY_AUTHENTICATION_REQUIRED; REQUEST_TIMEOUT; CONFLICT; GONE; LENGTH_REQUIRED; PRECONDITION_FAILED; REQUEST_ENTITY_TOO_LARGE; REQUEST_URI_TOO_LONG; UNSUPPORTED_MEDIA_TYPE; REQUESTED_RANGE_NOT_SATISFIABLE; EXPECTATION_FAILED; PRECONDITION_REQUIRED; TOO_MANY_REQUESTS; REQUEST_HEADER_FIELDS_TOO_LARGE; INTERNAL_SERVER_ERROR; NOT_IMPLEMENTED; BAD_GATEWAY; SERVICE_UNAVAILABLE; GATEWAY_TIMEOUT; HTTP_VERSION_NOT_SUPPORTED; NETWORK_AUTHENTICATION_REQUIRED
agrest,io.agrest,RelatedResourceEntity,Law of Demeter violation,The tool detected the smell in this method (toString) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.RelatedResourceEntity.getIncoming; io.agrest.meta.AgRelationship.getName
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (projectionsByType) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntityProjection.getAgEntity; io.agrest.meta.AgEntity.getType
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (projectionsByType) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntityProjection.getAgEntity; io.agrest.meta.AgEntity.getType
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (getName) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntity.getAgEntity; io.agrest.meta.AgEntity.getName
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (getType) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntity.getAgEntity; io.agrest.meta.AgEntity.getType
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (getAgEntity) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntityProjection.getAgEntity; io.agrest.ResourceEntity.getBaseProjection
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (hasRelationship) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntityProjection.getAgEntity; io.agrest.meta.AgEntity.getRelationship
agrest,io.agrest,ResourceEntity,Law of Demeter violation,The tool detected the smell in this method (isFiltered) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntityProjection.getAgEntity; io.agrest.meta.AgEntity.getReadFilter; io.agrest.access.ReadFilter.allowsAll
agrest,io.agrest,RootResourceEntity,Law of Demeter violation,The tool detected the smell in this method (getResolver) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.ResourceEntity.getAgEntity; io.agrest.meta.AgEntity.getDataResolver
agrest,io.agrest,SelectBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
agrest,io.agrest,UpdateBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
agrest,io.agrest,DataResponseTest.Tr,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest,EntityUpdateTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.EntityUpdate
agrest,io.agrest,ResourceEntityTest,Law of Demeter violation,The tool detected the smell in this method (qualifier) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.protocol.Exp.and; io.agrest.protocol.Exp.simple
agrest,io.agrest,TestModuleProvider,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CONVERTER_KEY
agrest,io.agrest,TestModuleProvider.TestModule,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest,TestModuleProvider.X,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest,TestModuleProvider.XConverter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
agrest,io.agrest.compiler,AnnotationsAgEntityCompiler,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.compiler.AnnotationsAgEntityBuilder
agrest,io.agrest.compiler,AnnotationsAgEntityCompiler,Law of Demeter violation,The tool detected the smell in this method (doCompile) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.compiler.AnnotationsAgEntityBuilder.build; io.agrest.compiler.AnnotationsAgEntityBuilder.overlay
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.compiler.AnnotationsAgEntityBuilder
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,Law of Demeter violation,The tool detected the smell in this method (toOneRelationship) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgRelationship.getTargetEntity; io.agrest.meta.AgEntity.getType
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,Law of Demeter violation,The tool detected the smell in this method (toManyRelationship) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgRelationship.getTargetEntity; io.agrest.meta.AgEntity.getType
agrest,io.agrest.converter.jsonvalue,Base64ConverterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.converter.jsonvalue.Base64Converter
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.FloatConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.FloatConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.FloatConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersProviderTest,Law of Demeter violation,The tool detected the smell in this method (converter_Injected) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.JsonValueConvertersProviderTest.createConverters; io.agrest.converter.jsonvalue.JsonValueConverters.converter
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersProviderTest.CustomType,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.converter.jsonvalue.JsonValueConverters
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.converter.jsonvalue.JsonValueConvertersProvider; io.agrest.converter.jsonvalue.JsonValueConverters
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_BOOLEAN; P_INTEGER; P_STRING; P_BOOLEANS; P_INTEGERS; P_STRINGS; P_ID; P_T4S; P_T5; P_ID; P_T3; P_ID; P_T3S
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T1,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T1,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_BOOLEAN; P_INTEGER; P_STRING
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T2,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T2,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_BOOLEANS; P_INTEGERS; P_STRINGS
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T3,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T3,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_ID; P_T4S; P_T5
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T4,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T4,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_ID; P_T3
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T5,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest.T5,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: P_ID; P_T3S
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,Law of Demeter violation,The tool detected the smell in this method (java8ISODate) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.LocalDateConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,Law of Demeter violation,The tool detected the smell in this method (java8ISOTimestamp) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.AbstractConverter.value; io.agrest.converter.jsonvalue.LocalDateTimeConverter.converter
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.AbstractConverter.value; io.agrest.converter.jsonvalue.LocalTimeConverter.converter
agrest,io.agrest.converter.jsonvalue,ShortConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.ShortConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,ShortConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.ShortConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,ShortConverterTest,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.converter.jsonvalue.ShortConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.encoder,EntityEncoder,Law of Demeter violation,The tool detected the smell in this method (encodeId) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.reader.DataReader.read; io.agrest.encoder.EncodableProperty.getReader
agrest,io.agrest.encoder,EntityEncoder,Law of Demeter violation,The tool detected the smell in this method (encodeId) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.encoder.Encoder.encode; io.agrest.encoder.EncodableProperty.getEncoder
agrest,io.agrest.encoder,EntityNoIdEncoder,Law of Demeter violation,The tool detected the smell in this method (encodeProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.reader.DataReader.read; io.agrest.encoder.EncodableProperty.getReader
agrest,io.agrest.encoder,EntityNoIdEncoder,Law of Demeter violation,The tool detected the smell in this method (encodeProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.encoder.Encoder.encode; io.agrest.encoder.EncodableProperty.getEncoder
agrest,io.agrest.encoder,InheritanceAwareEntityEncoder,Law of Demeter violation,The tool detected the smell in this method (encodeNonNullObject) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.encoder.Encoder.encode; io.agrest.encoder.InheritanceAwareEntityEncoder.findEncoder
agrest,io.agrest.exp,CompositeExp,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: AND; OR
agrest,io.agrest.exp.parser,AgExpressionParser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.exp.parser.AgExpressionParserTokenManager; io.agrest.exp.parser.JavaCharStream; io.agrest.exp.parser.JJTAgExpressionParserState
agrest,io.agrest.exp.parser,AgExpressionParser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 56
agrest,io.agrest.exp.parser,AgExpressionParserDefaultVisitor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 50
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: jjstrLiteralImages; lexStateNames; jjnewLexState
agrest,io.agrest.exp.parser,AgExpressionParserVisitor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 50
agrest,io.agrest.exp.parser,JavaCharStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: staticFlag
agrest,io.agrest.exp.parser,TokenMgrException,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LEXICAL_ERROR; STATIC_LEXER_ERROR; INVALID_LEXICAL_STATE; LOOP_DETECTED
agrest,io.agrest.exp.parser,CompositeExpTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
agrest,io.agrest.id,MultiValueIdTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.id.MultiValueId
agrest,io.agrest.id,SingleValueIdTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.id.SingleValueId
agrest,io.agrest.meta,AgEntity,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
agrest,io.agrest.meta,AgEntity,Law of Demeter violation,The tool detected the smell in this method (getIdReader) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.reader.DataReader.read; io.agrest.meta.AgIdPart.getDataReader
agrest,io.agrest.meta,AgEntity,Law of Demeter violation,The tool detected the smell in this method (getIdReader) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.reader.DataReader.read; io.agrest.meta.AgIdPart.getDataReader
agrest,io.agrest.meta,AgEntityOverlay,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.agrest.access.PropertyFilteringRulesBuilder
agrest,io.agrest.meta,AgEntityOverlay,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
agrest,io.agrest.meta,AgEntityOverlay,Law of Demeter violation,The tool detected the smell in this method (resolve) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.access.ReadFilter.andThen; io.agrest.meta.AgEntity.getReadFilter
agrest,io.agrest.meta,AgEntityOverlay,Law of Demeter violation,The tool detected the smell in this method (resolve) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getCreateAuthorizer; io.agrest.access.CreateAuthorizer.andThen
agrest,io.agrest.meta,AgEntityOverlay,Law of Demeter violation,The tool detected the smell in this method (resolve) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getUpdateAuthorizer; io.agrest.access.UpdateAuthorizer.andThen
agrest,io.agrest.meta,AgEntityOverlay,Law of Demeter violation,The tool detected the smell in this method (resolve) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getDeleteAuthorizer; io.agrest.access.DeleteAuthorizer.andThen
agrest,io.agrest.meta,AgEntityOverlayResolver,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
agrest,io.agrest.meta,DefaultEntity,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
agrest,io.agrest.meta,LazyEntity,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getName) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getName; io.agrest.meta.BaseLazyEntity.getDelegate
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (isAbstract) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.isAbstract
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getSubEntities) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getSubEntities
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getIdParts) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getIdParts; io.agrest.meta.BaseLazyEntity.getDelegate
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getIdPart) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getIdPart
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getAttributes) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.AgEntity.getAttributes; io.agrest.meta.BaseLazyEntity.getDelegate
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getAttribute) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getAttribute
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getRelationships) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getRelationships
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getRelationship) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getRelationship
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getDataResolver) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getDataResolver
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getReadFilter) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getReadFilter
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getCreateAuthorizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getCreateAuthorizer
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getUpdateAuthorizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getUpdateAuthorizer
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (getDeleteAuthorizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.getDeleteAuthorizer
agrest,io.agrest.meta,LazyEntity,Law of Demeter violation,The tool detected the smell in this method (resolveOverlayHierarchy) because the method voilates the law of Demeter. The long chain of method invocations is : io.agrest.meta.BaseLazyEntity.getDelegate; io.agrest.meta.AgEntity.resolveOverlayHierarchy
agrest,io.agrest.meta,AgEntityOverlayTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
agrest,io.agrest.meta,DefaultEntityTest.O1,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.meta,DefaultEntityTest.O11,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
agrest,io.agrest.meta,DefaultEntityTest.O12,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
